DataHora,TempoGasto,WIDTH,HEIGHT,MAX_ITER,RE_MIN,RE_MAX,IM_MIN,IM_MAX,Machine,Code,Schedule,ChunkSize,Threads
2026-09-23 07:58:51,1.89624,4096,4096,5000,-0.745144,-0.742144,0.130326,0.133326,deCasa,paralelo,dynamic,1.0,4
2026-09-23 07:59:01,2.00617,4096,4096,5000,-0.745144,-0.742144,0.130326,0.133326,deCasa,paralelo,dynamic,64.0,4
2026-09-23 07:59:12,1.74947,4096,4096,5000,-0.745144,-0.742144,0.130326,0.133326,deCasa,paralelo,guided,64.0,4
2026-09-23 08:00:09,4.56564,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:00:22,4.30248,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:00:34,4.8924,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:00:50,4.78023,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
2026-09-23 08:01:04,5.43667,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
2026-09-23 08:01:19,4.16058,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
2026-09-23 08:01:32,3.93955,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:01:45,4.18701,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:01:57,3.89287,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,64.0,4
2026-09-23 08:02:15,8.93732,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:02:28,4.97864,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:02:40,5.20257,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,guided,64.0,4
2026-09-23 08:02:54,5.60585,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:03:06,5.71362,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:03:19,5.72987,4096,4096,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,auto,0.0,4
2026-09-23 08:04:00,14.0562,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:04:43,15.0481,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:05:25,15.2523,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,static,64.0,4
2026-09-23 08:06:08,14.911,8192,8192,1000,-2.0,1.0,-1.5,1.5,deCasa,paralelo_collapse,dynamic,1.0,4
